peak_id,peak_name,elevation_ft,summit_lat,summit_lon,nearest_city,trailhead_name,trailhead_lat,trailhead_lon
454,Red Mountain Number 2,12129,37.9128347,-107.6824214,,,,
455,Red Mountain Number 3,12838,37.9015206,-107.6891098,,,,
456,McMillan Peak,12667,37.8800471,-107.6898801,,,,
457,Red Mountain Number 1,12484,37.9104026,-107.6622508,,,,
458,Engineer Mountain,13100,37.9702671,-107.5883179,,,,
459,Dolly Varden Mountain,12894,37.9920933,-107.5427834,,,,
460,Gravel Mountain,13455,37.9597458,-107.541031,,,,
461,Houghton Mountain,12999,37.9406807,-107.5863306,,,,
462,Tuttle Mountain,13051,37.9339292,-107.6127008,,,,
463,Seigal Mountain,13199,37.9571273,-107.5637874,,,,
464,Denver Hill,12257,37.95148,-107.5782333,,,,
465,Cinnamon Mountain,13304,37.9296446,-107.5458176,,,,
466,Wood Mountain,13570,37.9474562,-107.5380624,,,,
467,Edith Mountain,12365,37.9425072,-107.5127187,,,,
468,Hurricane Peak,13379,37.9147288,-107.6215242,,,,
469,California Mountain,13173,37.9182539,-107.6039062,,,,
470,Hanson Peak,13399,37.9079777,-107.6097073,,,,
471,Bonita Peak,13205,37.8970019,-107.6238741,,,,
472,Emery Peak,13166,37.8882556,-107.6210535,,,,
473,Treasure Mountain,12805,37.9124268,-107.5852482,,,,
474,Eureka Mountain,12818,37.8983981,-107.5826993,,,,
475,Handies Peak,14058,37.9129617,-107.5044497,,,,
476,Jones Mountain,13776,37.8964981,-107.5265017,,,,
477,Niagara Peak,13540,37.8892488,-107.5335107,,,,
478,Crown Mountain,13484,37.879879,-107.5367594,,,,
479,Whitecross Mountain,13451,37.9307323,-107.4932967,,,,
480,Redcloud Peak,14037,37.9409934,-107.4217338,,,,
481,Seventyone Mountain,12300,37.9379051,-107.2674572,,,,
482,Grassy Mountain,12638,37.9568272,-107.344062,,,,
483,Wilson Peak,14021,37.8602995,-107.9846517,,,,
484,Gladstone Peak,13612,37.845232,-107.9838829,,,,
485,Mount Wilson,14256,37.8392056,-107.9915763,,,,
486,Sunshine Mountain,12562,37.8583385,-107.9342234,,,,
487,Lizard Head,12703,37.8359064,-107.9506774,,,,
488,Cross Mountain,12516,37.8321257,-107.9686907,,,,
489,Black Face,12093,37.8238031,-107.9214231,,,,
490,Sheep Mountain,13081,37.7853689,-107.885953,,,,
491,Yellow Mountain,13045,37.8186505,-107.8340711,,,,
492,Lookout Peak,13563,37.8622452,-107.78018,,,,
493,South Lookout Peak,13248,37.8361608,-107.7903092,,,,
494,Pilot Knob,13540,37.8116561,-107.8288145,,,,
495,Golden Horn,13606,37.8047287,-107.8246478,,,,
496,Vermilion Peak,13419,37.7993428,-107.8284737,,,,
497,Fuller Peak,13586,37.7959925,-107.8212942,,,,
498,Ulysses S Grant Peak,13527,37.8244338,-107.8072341,,,,
499,San Miguel Peak,13665,37.7791393,-107.8645229,,,,
500,Grizzly Peak,13573,37.7558974,-107.8618073,,,,
501,Beattie Peak,13179,37.7901932,-107.824648,,,,
502,Rolling Mountain,13484,37.7660672,-107.8260801,,,,
503,Twin Sisters,13383,37.771625,-107.785811,,,,
504,Ohio Peak,12569,37.860823,-107.6985762,,,,
505,Storm Peak,13205,37.8594787,-107.6475072,,,,
506,Bear Mountain,12871,37.7945769,-107.7328083,,,,
507,Anvil Mountain,12388,37.8377847,-107.7072735,,,,
508,Kendall Mountain,13182,37.793494,-107.6285958,,,,
509,Sultan Mountain,13261,37.7858409,-107.7037474,,,,
510,Grand Turk,13091,37.7772681,-107.6979031,,,,
511,Tower Mountain,13478,37.8574158,-107.6230625,,,,
512,Dome Mountain,13212,37.8608746,-107.5999851,,,,
513,Macomber Peak,13140,37.8476847,-107.6219503,,,,
514,Middle Mountain,12900,37.8477925,-107.5449844,,,,
515,King Solomon Mountain,13048,37.8078367,-107.5938741,,,,
516,Hazelton Mountain,12320,37.8018612,-107.6227218,,,,
517,Round Mountain,12720,37.7957566,-107.6136195,,,,
518,Little Giant Peak,13169,37.7967701,-107.5987026,,,,
519,Galena Mountain,13061,37.8278264,-107.5616943,,,,
520,Green Mountain,13002,37.7945716,-107.5618231,,,,
521,Canby Mountain,13379,37.7995886,-107.5460324,,,,
522,Kendall Peak,13264,37.7872134,-107.6183835,,,,
523,Sugarloaf,12638,37.7734945,-107.588575,,,,
524,Whitehead Peak,13120,37.7600764,-107.6065021,,,,
525,Sheep Mountain,13051,37.7833252,-107.5178262,,,,
526,Greenhalgh Mountain,13074,37.7850429,-107.5042566,,,,
527,Carson Peak,13622,37.8574071,-107.4020338,,,,
528,Bent Peak,13346,37.8606117,-107.3807386,,,,
529,Pole Creek Mountain,13579,37.7959782,-107.4311151,,,,
530,Finger Mesa,12300,37.7825865,-107.3218817,,,,
531,Hermosa Peak,12444,37.7098139,-107.9286491,,,,
532,Blackhawk Mountain,12615,37.6854881,-107.9874959,,,,
533,Whitecap Mountain,12300,37.6745699,-107.9940556,,,,
534,Section Point,11886,37.703215,-107.9578585,,,,
535,Jura Knob,12552,37.7372127,-107.8019988,,,,
536,Grayrock Peak,12421,37.6736929,-107.8630918,,,,
537,Engineer Mountain,12769,37.6992257,-107.8067202,,,,
538,Potato Hill,11814,37.6724748,-107.7665056,,,,
539,North Twilight Peak,13025,37.6691078,-107.7282583,,,,
540,Snowdon Peak,13005,37.7078884,-107.6888976,,,,
541,Mount Garfield,12854,37.6946805,-107.6362463,,,,
542,Point Pun,12910,37.6870556,-107.6302639,,,,
543,Twilight Peak,13087,37.6630987,-107.7270185,,,,
544,South Twilight Peak,12946,37.6592947,-107.7235992,,,,
545,West Needle Mountain,12966,37.6493688,-107.7213758,,,,
546,Peak Fourteen,12372,37.6525606,-107.6555636,,,,
547,Peak Fifteen,13337,37.6286041,-107.6360114,,,,
548,Peak Sixteen,13120,37.6288481,-107.6279127,,,,
549,The Index,13232,37.6442955,-107.6330417,,,,
550,Animas Mountain,13566,37.6431393,-107.6291956,,,,
551,Pigeon Peak,13734,37.632374,-107.6464193,,,,
552,Turret Peak,13671,37.627663,-107.6398372,,,,
553,Little Finger,12940,37.6283026,-107.6323799,,,,
554,Peak One,13540,37.6974588,-107.5573571,,,,
555,Peak Two,13399,37.7083196,-107.5762771,,,,
556,Peak Three,13415,37.6965003,-107.5774635,,,,
557,Peak Four,13323,37.6598569,-107.6075927,,,,
558,Peak Five,13186,37.6563598,-107.5957292,,,,
559,Peak Six,13612,37.6602707,-107.5850493,,,,
560,Peak Seven,13481,37.6677198,-107.5737878,,,,
561,Peak Eight,12920,37.671155,-107.5669934,,,,
562,Peak Nine,13186,37.6697152,-107.5600488,,,,
563,Peak Ten,13310,37.6432584,-107.588804,,,,
564,Peak Eleven,13268,37.6286043,-107.6058831,,,,
565,Peak Thirteen,13274,37.6405485,-107.6247725,,,,
566,Electric Peak,13238,37.6989661,-107.6172295,,,,
567,Graystone Peak,13212,37.6892161,-107.6191513,,,,
568,Arrow Peak,13458,37.6928042,-107.6101359,,,,
569,Vestal Peak,13484,37.689369,-107.6026786,,,,
570,White Dome,13527,37.7040406,-107.5467595,,,,
571,Trinity Peaks,13678,37.6849418,-107.5812249,,,,
572,Storm King Peak,13602,37.6764389,-107.5595148,,,,
573,Mount Silex,13389,37.6702708,-107.5480398,,,,
574,Hunchback Mountain,12972,37.7054233,-107.5314803,,,,
575,Mount Nebo,13110,37.6762062,-107.5083168,,,,
576,The Heisspitz,13084,37.664607,-107.6224226,,,,
577,Gray Needle,13140,37.646501,-107.5892804,,,,
578,Jagged Mountain,13606,37.6455657,-107.5839381,,,,
579,Monitor Peak,13238,37.6375499,-107.6251587,,,,
580,Knife Point,12838,37.6387801,-107.5946215,,,,
581,Glacier Point,13435,37.6260194,-107.6143668,,,,
582,Twin Thumbs,13048,37.6286579,-107.6086168,,,,
583,Sunlight Peak,14061,37.6272835,-107.595797,,,,
584,Leviathan Peak,13353,37.6529298,-107.5746223,,,,
585,Vallecito Mountain,13297,37.650322,-107.5663317,,,,
586,The Guardian,13435,37.6635194,-107.5403691,,,,
587,Rio Grande Pyramid,13694,37.6795291,-107.3923524,,,,
588,Simpson Mountain,12851,37.7061047,-107.3513695,,,,
589,Chief Mountain,12949,37.636407,-107.2091444,,,,
590,Baldy Mountain,12477,37.6885726,-107.1116843,,,,
591,Tank Mesa,11867,37.5722723,-107.7077668,,,,
592,Stag Mesa,12162,37.5698235,-107.689774,,,,
593,Lime Mesa,12034,37.5595629,-107.6758634,,,,
594,Mount Kennedy,13071,37.588911,-107.6270602,,,,
595,Mount Eolus,14087,37.6216871,-107.6225967,,,,
596,Windom Peak,14089,37.621313,-107.5917613,,,,
597,Jupiter Mountain,13727,37.6124256,-107.5919938,,,,
598,Hope Mountain,12858,37.5997101,-107.591139,,,,
599,Aztec Mountain,13084,37.5916604,-107.6159476,,,,
600,Bullion Mountain,13123,37.5844779,-107.6039802,,,,
601,Florida Mountain,12953,37.581978,-107.5940669,,,,
602,Mount Valois,13120,37.5740927,-107.5846641,,,,
603,Silver Mesa,12795,37.5772449,-107.6028851,,,,
604,Greylock Mountain,13448,37.6176354,-107.5700488,,,,
605,Grizzly Peak,13458,37.6076296,-107.5818648,,,,
606,Thunder Mountain,12976,37.6047669,-107.5604969,,,,
607,McCauley Peak,13350,37.5974937,-107.5779973,,,,
608,Echo Mountain,12713,37.5914168,-107.571458,,,,
609,Irving Peak,13114,37.5947901,-107.5095346,,,,
610,Sheep Mountain,13022,37.5458599,-107.5575823,,,,
611,Emerson Mountain,12841,37.5569954,-107.565027,,,,
612,Amherst Mountain,12943,37.565102,-107.5594069,,,,
613,Organ Mountain,12776,37.5677721,-107.5536594,,,,
614,Sheridan Mountain,12612,37.5359809,-107.5846424,,,,
615,Mount Oso,13543,37.6069953,-107.4935937,,,,
616,Peters Peak,12972,37.6158443,-107.4852173,,,,
617,Buffalo Peak,12444,37.6223638,-107.4842123,,,,
618,Mesa Lato,12579,37.610584,-107.4009817,,,,
619,Bald Mountain,12205,37.551543,-107.3346577,,,,
620,Flag Mountain,12133,37.5418717,-107.3675005,,,,
621,Cimarrona Peak,12421,37.5783439,-107.2238104,,,,
622,Piedra Peak,12277,37.5751914,-107.0187953,,,,
623,Palomino Mountain,12169,37.5602763,-107.0450357,,,,
624,Toner Mountain,12398,37.507589,-107.1102715,,,,
625,Sugarloaf Mountain,12448,37.5251967,-107.0918747,,,,
626,Red Mountain,12533,37.5198295,-107.015633,,,,
627,Courthouse Mountain,12051,38.1352062,-107.5738519,,,,
628,Dunsinane,12582,38.1298184,-107.5391071,,,,
629,Sheep Mountain,13068,38.1590282,-107.4658818,,,,
630,Hayden Peak,12894,38.0305419,-107.9090694,,,,
631,North Pole Peak,12008,38.0386817,-107.9150101,,,,
632,Mount Ridgway,13353,38.0135983,-107.7531056,,,,
633,Teakettle Mountain,13579,38.0004825,-107.7615238,,,,
634,Mears Peak,13287,38.0093395,-107.8620199,,,,
635,Wolcott Mountain,12949,38.0162838,-107.8474893,,,,
636,Cirque Mountain,13396,38.0038255,-107.7716743,,,,
637,Cascade Mountain,12041,38.0378393,-107.6423774,,,,
638,Whitehouse Mountain,13353,38.0202385,-107.7379992,,,,
639,Wildhorse Peak,13035,38.0132545,-107.5775916,,,,
640,Blackwall Mountain,12864,38.0286241,-107.5648139,,,,
641,Wetterhorn Peak,14021,38.0606119,-107.5108819,,,,
642,Coxcomb Peak,13386,38.0799543,-107.5337897,,,,
643,Redcliff,13540,38.0871595,-107.5331686,,,,
644,Precipice Peak,12690,38.1191433,-107.5355828,,,,
645,Broken Hill,13107,38.0429023,-107.4717146,,,,
646,Matterhorn Peak,13264,38.065259,-107.4959462,,,,
647,Uncompahgre Peak,14318,38.0714529,-107.4625289,,,,
648,Silver Mountain,13635,38.106764,-107.449707,,,,
649,Crystal Peak,12877,38.0533814,-107.3737637,,,,
650,Mesa Seco,12799,38.0332231,-107.2444457,,,,
651,Cannibal Plateau,12523,38.1065742,-107.2290596,,,,
652,Mineral Mountain,12037,38.0236422,-107.0056772,,,,
653,Crested Butte,11909,38.8833695,-106.9436442,,,,
654,Teocalli Mountain,13104,38.9605134,-106.8840913,,,,
655,White Rock Mountain,13386,38.980624,-106.9275539,,,,
656,Avery Peak,12546,38.9865745,-106.9751549,,,,
657,Pearl Mountain,13314,38.9808127,-106.8341301,,,,
658,Carbonate Hill,12644,38.9659689,-106.825435,,,,
659,Star Peak,13383,38.9795131,-106.7995782,,,,
660,Taylor Peak,13241,38.9920964,-106.782527,,,,
661,Crystal Peak,12677,38.9645741,-106.7915529,,,,
662,Mount Tilton,12431,38.9710965,-106.7644707,,,,
663,Timbered Hill,12320,38.9544967,-106.8260121,,,,
664,Hunters Hill,12526,38.9461837,-106.7877938,,,,
665,Italian Mountain,13199,38.945074,-106.7524827,,,,
666,American Flag Mountain,12572,38.9325133,-106.7182302,,,,
667,Forest Hill,12398,38.8962584,-106.6786127,,,,
668,Jenkins Mountain,13304,38.9650308,-106.5430091,,,,
669,Grizzly Peak,13133,38.9425036,-106.5220916,,,,
670,Whetstone Mountain,12474,38.8223093,-106.9799917,,,,
671,East Cement Mountain,12014,38.7900873,-106.7907965,,,,
672,Cement Mountain,12185,38.8072926,-106.8136386,,,,
673,South Matchless Mountain,12192,38.8166975,-106.6616471,,,,
674,Matchless Mountain,12339,38.834087,-106.6451505,,,,
675,Park Cone,12060,38.796554,-106.6028184,,,,
676,Henry Mountain,13238,38.6855432,-106.6211323,,,,
677,Broncho Mountain,12789,38.6856607,-106.5893575,,,,
678,Square Top Mountain,12890,38.6795159,-106.6110463,,,,
679,Fossil Mountain,12707,38.6706368,-106.6060248,,,,
680,Sheep Mountain,12175,38.6567813,-106.5960246,,,,
681,Terrible Mountain,12116,38.6660756,-106.537548,,,,
682,Green Mountain,12608,38.6776658,-106.5076254,,,,
683,Fairview Peak,13143,38.6832545,-106.5368143,,,,
684,Cameron Mountain,11804,38.7038769,-106.5677974,,,,
685,Cross Mountain,12457,38.7259218,-106.5872852,,,,
686,Ice Mountain,13816,38.9149329,-106.4372168,,,,
687,Mount Kreutzer,12979,38.7567163,-106.415521,,,,
688,Jones Mountain,13182,38.7732688,-106.39403,,,,
689,Winfield Peak,13025,38.9758202,-106.481503,,,,
690,Virginia Peak,12904,38.9651537,-106.4829429,,,,
691,Cross Mountain,12740,38.9728484,-106.4266813,,,,
692,Middle Mountain,13012,38.9679485,-106.4306132,,,,
693,Browns Peak,13373,38.9558866,-106.43666,,,,
694,Huron Peak,14006,38.9455489,-106.4381146,,,,
695,Granite Mountain,12776,38.9403985,-106.4716396,,,,
696,The Three Apostles,13816,38.9148742,-106.437164,,,,
697,Emerald Peak,13806,38.9290437,-106.3811686,,,,
698,Iowa Peak,13691,38.9395884,-106.382833,,,,
699,Missouri Mountain,14071,38.9476104,-106.3785409,,,,
700,Mount Belford,14202,38.9605767,-106.3607818,,,,
701,Mount Oxford,14158,38.9647934,-106.3387735,,,,
702,Waverly Mountain,13255,38.9759545,-106.3238578,,,,
703,Mount Harvard,14424,38.9243492,-106.3206758,,,,
704,Birthday Peak,12684,38.8815278,-106.333945,,,,
705,Mount Yale,14200,38.8441725,-106.3139015,,,,
706,Sheep Mountain,11880,38.7916464,-106.2716341,,,,
707,West Buffalo Peak,13287,38.9919314,-106.1245077,,,,
708,East Buffalo Peak,13238,38.9872106,-106.1094516,,,,
709,Fitzpatrick Peak,13074,38.6982356,-106.4516629,,,,
710,Emma Burr Mountain,13425,38.7335434,-106.4167273,,,,
711,Mount Aetna,13681,38.5863437,-106.3206359,,,,
712,Taylor Mountain,13481,38.583365,-106.2995017,,,,
713,Missouri Hill,12661,38.5856954,-106.2751841,,,,
714,Lost Mountain,12500,38.5845456,-106.2652076,,,,
715,Carbonate Mountain,13543,38.6268465,-106.2855536,,,,
716,Calico Mountain,12867,38.6198682,-106.3126532,,,,
717,Cyclone Mountain,13570,38.6333239,-106.2924721,,,,
718,Grizzly Mountain,13675,38.6456728,-106.3113817,,,,
719,Boulder Mountain,13435,38.6802012,-106.2928128,,,,
720,Chrysolite Mountain,12743,38.6660481,-106.3448886,,,,
721,Pomeroy Mountain,13097,38.6272123,-106.3414853,,,,
722,Sewanee Peak,12986,38.6110845,-106.3438339,,,,
723,Granite Mountain,12507,38.58752,-106.3976862,,,,
724,Monumental Peak,13238,38.5925739,-106.3580714,,,,
725,Central Mountain,12372,38.6016135,-106.3781554,,,,
726,Mount Mamma,13524,38.6765384,-106.3175526,,,,
727,Mount Chapman,12713,38.6255981,-106.3856183,,,,
728,Van Wirt Mountain,12884,38.6059333,-106.3647358,,,,
729,Brittle Silver Mountain,12372,38.6054113,-106.3738622,,,,
730,Paywell Mountain,12260,38.6039289,-106.3863816,,,,
731,Vulcan Mountain,12822,38.5769513,-106.3517694,,,,
732,Clover Mountain,12894,38.5683217,-106.344707,,,,
733,Stella Mountain,12543,38.577499,-106.4031562,,,,
734,Bald Mountain,12795,38.552633,-106.3505266,,,,
735,Banana Mountain,12283,38.5488626,-106.3355077,,,,
736,Mount Shavano,14230,38.6189805,-106.2392197,,,,
737,Jones Peak,13455,38.6313247,-106.2251498,,,,
738,Mount White,13517,38.6568616,-106.2374875,,,,
739,Mount Antero,14271,38.6740472,-106.2462488,,,,
740,Mount Princeton,14200,38.7491503,-106.2424463,,,,
741,Sheep Mountain,12080,37.9467189,-106.7315899,,,,
742,Mesa Mountain,12956,37.9036412,-106.6350951,,,,
743,Bowers Peak,12438,37.9508245,-106.5894942,,,,
744,Boot Mountain,12395,37.920209,-106.5414384,,,,
745,Pool Table Mountain,12215,37.8297169,-106.6919756,,,,
746,Pahlone Peak,12615,38.4806649,-106.2582183,,,,
747,Mount Peck,12182,38.4772637,-106.3035821,,,,
748,Peel Point,12110,38.4621376,-106.2889884,,,,
749,Sawtooth Mountain,12119,38.273944,-106.8674479,,,,
750,Long Branch Baldy,11955,38.3221025,-106.4738221,,,,
751,Windy Peak,11844,38.3519373,-106.265292,,,,
752,Mount Ouray,13881,38.4227445,-106.224689,,,,
753,Whale Hill,12159,38.3216091,-106.1033039,,,,
754,Mount Manitou,12100,38.3299257,-106.1144757,,,,
755,Flagstaff Mountain,12047,38.2755915,-106.1996072,,,,
756,Antora Peak,13225,38.3249764,-106.2181113,,,,
757,Hayden Peak,11991,38.2749934,-106.1039417,,,,
758,Round Mountain,12001,38.3414659,-106.1245189,,,,
759,Sheep Mountain,12749,38.3333518,-106.2140933,,,,
760,Chipeta Mountain,13369,38.4477617,-106.2407153,,,,
761,Willow Mesa,12493,38.0311083,-106.9081254,,,,
762,Baldy Chato,13346,38.0387941,-106.9419999,,,,
763,Stewart Peak,13921,38.0229514,-106.9236042,,,,
764,Baldy Alto,13609,38.0053017,-106.9215083,,,,
765,Del Norte Peak,12382,37.5897211,-106.5633636,,,,
766,Poison Mountain,11975,37.5106908,-106.4488093,,,,
767,San Luis Peak,14023,37.9867825,-106.9312952,,,,
768,Nelson Mountain,12087,37.9149619,-106.9367856,,,,
769,Organ Mountain,13655,37.9911957,-106.8952915,,,,
770,Twin Peaks,12316,37.9278644,-106.7718042,,,,
771,Table Mountain,12654,37.5856801,-106.8535157,,,,
772,Sawtooth Mountain,12434,37.5659128,-106.8774475,,,,
773,Mount Hope,12726,37.5435381,-106.8707378,,,,
774,Metroz Mountain,11906,37.6189737,-106.8175713,,,,
775,Fisher Mountain,12799,37.6570329,-106.9374489,,,,
776,Copper Mountain,11936,37.6994816,-106.8853743,,,,
777,Trout Mountain,11900,37.6631391,-106.7917842,,,,
778,Beautiful Mountain,12726,37.6173455,-106.9274462,,,,
779,South River Peak,13038,37.574041,-106.9815081,,,,
780,Prospect Mountain,12195,37.385057,-106.6271009,,,,
781,Lookout Mountain,12441,37.3895862,-106.5926981,,,,
782,Cropsy Mountain,12500,37.4087871,-106.5963097,,,,
783,Elephant Mountain,11801,37.4133284,-106.5611402,,,,
784,South Mountain,12464,37.4193153,-106.6014607,,,,
785,North Mountain,12677,37.4505444,-106.6046452,,,,
786,Bonito Mountain,12149,37.4470975,-106.5332342,,,,
787,Burro Mountain,12093,37.4452774,-106.5161395,,,,
788,Grayback Mountain,12608,37.4610877,-106.5572942,,,,
789,Cornwall Mountain,12313,37.3810936,-106.4919927,,,,
790,Silver Mountain,12326,37.4311326,-106.421565,,,,
791,Marble Mountain,12113,37.4613766,-106.4823563,,,,
792,Sheep Mountain,12487,37.4622672,-106.4381897,,,,
793,Windy Mountain,12549,37.4661102,-106.4019704,,,,
794,Bennett Peak,13176,37.4833324,-106.4339159,,,,
795,Pintada Mountain,12772,37.49687,-106.4025489,,,,
796,Summit Peak,13156,37.3504765,-106.696844,,,,
797,Montezuma Peak,13127,37.3731471,-106.6915895,,,,
798,Conejos Peak,13025,37.2886454,-106.5708586,,,,
799,Willow Mountain,11900,37.3257647,-106.427204,,,,
800,Red Mountain,11896,37.3441198,-106.4392944,,,,
801,Blackhead Peak,12434,37.2890029,-106.7740529,,,,
802,Nipple Mountain,11962,37.2965411,-106.7716711,,,,
803,Saddle Mountain,11919,37.4406464,-106.9578957,,,,
804,Sheep Mountain,12306,37.4797288,-106.9019555,,,,
805,Chama Peak,11903,37.0403167,-106.6289351,,,,
806,Banded Peak,12730,37.1047901,-106.6270978,,,,
807,Sentinel Point,12365,38.8404047,-105.1044146,,,,
808,Sachett Mountain,12572,38.8210488,-105.0238989,,,,
809,Sheep Mountain,12362,38.7930201,-105.0544535,,,,
810,Hunts Peak,12995,38.3831653,-105.9456659,,,,
811,Twin Sisters,12766,38.3524993,-105.9018959,,,,
812,Bushnell Peak,12963,38.3413305,-105.8894663,,,,
813,Nipple Mountain,12152,38.2663644,-105.7971763,,,,
814,Galena Peak,12356,38.3086454,-105.8687816,,,,
815,Red Mountain,12874,38.3676356,-105.920453,,,,
816,Simmons Peak,11998,38.4207571,-105.9839563,,,,
817,Rito Alto Peak,13720,38.1028552,-105.6613426,,,,
818,Hermit Peak,13192,38.0913219,-105.6550621,,,,
819,Spread Eagle Peak,13258,38.1252369,-105.6435197,,,,
820,Gibson Peak,12792,38.0732512,-105.7124365,,,,
821,Eureka Mountain,13389,38.0788557,-105.640726,,,,
822,Venable Peak,13261,38.054987,-105.62974,,,,
823,Mount Owen,13287,38.1390672,-105.7138646,,,,
824,Thirsty Peak,13071,38.2093525,-105.7363423,,,,
825,Eagle Peak,13133,38.2295131,-105.722325,,,,
826,Electric Peak,13491,38.1817942,-105.7082234,,,,
827,Mount Niehardt,12799,38.1764827,-105.7198475,,,,
828,Cottonwood Peak,13448,38.2193019,-105.7563867,,,,
829,Spring Mountain,12651,38.05603,-105.6124742,,,,
830,Comanche Peak,13140,38.0427542,-105.614869,,,,
831,Horn Peak,13278,38.0386046,-105.5861083,,,,
832,Little Horn Peak,12949,38.025136,-105.5839066,,,,
833,Fluted Peak,13448,38.0244548,-105.6014082,,,,
834,Mount Adams,13770,38.0074935,-105.6047205,,,,
835,Colony Baldy,13625,37.9954733,-105.5603276,,,,
836,Crestone Peak,14299,37.9668126,-105.5853945,,,,
837,Humboldt Peak,14068,37.9761388,-105.5550716,,,,
838,Broken Hand Peak,13366,37.9568452,-105.566751,,,,
839,Milwaukee Peak,13373,37.9477379,-105.5513657,,,,
840,Pico Aislado,13287,37.9443552,-105.5589626,,,,
841,Music Mountain,13150,37.9366607,-105.5486848,,,,
842,Marble Mountain,13081,37.9550532,-105.5332571,,,,
843,Cleveland Peak,13196,37.9044132,-105.5432036,,,,
844,Blueberry Peak,11877,37.903438,-105.478426,,,,
845,Blizzardine Peak,11860,37.9004206,-105.4788403,,,,
846,Greenhorn Mountain,12323,37.8814419,-105.0131865,,,,
847,North Peak,12192,37.9014313,-105.032226,,,,
848,Mount Herard,13327,37.8491266,-105.4944793,,,,
849,Mount Zwischen,11883,37.7912548,-105.4553718,,,,
850,Carbonate Mountain,12247,37.6938666,-105.4813357,,,,
851,Slide Mountain,12231,37.6393923,-105.3701036,,,,
852,Twin Peaks,13396,37.5900774,-105.5190616,,,,
853,California Peak,13760,37.6142324,-105.4988059,,,,
854,Iron Nipple,13320,37.5936098,-105.4548716,,,,
855,Mount Lindsey,14055,37.583803,-105.4446957,,,,
856,Ellingwood Point,14057,37.5824644,-105.4926087,,,,
857,Blanca Peak,14350,37.5775609,-105.4855987,,,,
858,Hamilton Peak,13596,37.5581908,-105.4749152,,,,
859,Steep Mountain,12005,37.3412545,-105.1585448,,,,
860,Teddys Peak,12474,37.3409254,-105.1661954,,,,
861,Trinchera Peak,13501,37.2888207,-105.1646339,,,,
862,Culebra Peak,14053,37.1222185,-105.1857672,,,,
863,Red Mountain,13852,37.1122702,-105.1810648,,,,
864,Vermejo Peak,13560,37.0942666,-105.1909788,,,,
865,Purgatoire Peak,13570,37.0725151,-105.2105519,,,,
866,Almagre Mountain,12320,38.7911855,-104.9934459,,,,
867,West Spanish Peak,13524,37.3756661,-104.9936861,,,,
868,East Spanish Peak,12533,37.3933807,-104.9198151,,,,
869,Mount Arps,12356,38.638517,-106.3799303,,,,
870,Greg Mace Peak,12507,38.9981793,-106.8286423,,,,
871,Rinker Peak,13678,39.0367696,-106.4401248,,,,
872,Challenger Point,14080,37.9804151,-105.6066013,,,,
873,Mount Tweto,13583,39.322155,-106.1693687,,,,
874,Mount Sneffels,14155,38.0038447,-107.7922734,,,,
875,Father Dyer Peak,13471,39.4310757,-106.1050089,,,,
876,Twining Peak,13514,39.1347111,-106.5633965,,,,
877,Willoughby Mountain,12995,39.1428257,-106.9950346,,,,
878,Malemute Peak,13159,39.0202457,-106.8440447,,,,
879,Mount Shimer,12224,39.0952613,-106.727803,,,,
880,Precarious Peak,13140,39.016773,-106.9621296,,,,
881,Miranda Peak,13340,37.151239,-105.1666627,,,,
882,Mariquita Peak,13281,37.2376933,-105.152797,,,,
883,De Anza Peak,13281,37.2241423,-105.1590357,,,,
884,Kiowa Peak,12979,40.0477893,-105.6244377,,,,
885,Mount Marcy,13442,38.1460792,-105.6762157,,,,
886,Lakes Peak,13291,38.1998078,-105.7269419,,,,
887,Mount Otto,12808,38.3274668,-105.8823489,,,,
888,Turner Peak,13123,38.819828,-106.3786886,,,,
889,Lambertson Peak,12923,38.9619192,-106.7541066,,,,
890,Tijeras Peak,13399,37.9243792,-105.5403514,,,,
891,Mount Maxwell,13146,37.2491585,-105.1535687,,,,
892,Harts Peak,12428,37.6922117,-107.9894404,,,,
893,Long Trek Mountain,12664,37.385925,-106.6801126,,,,
894,Cuatro Peak,13465,37.2584786,-105.1543781,,,,
895,Francisco Peak,13054,37.1823189,-105.1660234,,,,
896,Beaubien Peak,13127,37.1966389,-105.1663677,,,,
897,Mount Machebeuf,12651,39.7210886,-105.8568768,,,,
898,Mount Rhoda,13346,37.7657739,-107.6054125,,,,
899,Mount Poor,12402,38.6396878,-106.4011875,,,,
900,Mount Helmers,12812,38.6445033,-106.417603,,,,
901,Mount Oklahoma,13789,39.1786227,-106.5061727,,,,
902,Half Peak,13786,37.8641412,-107.4665664,,,,
903,The Spider,12343,39.7092122,-106.3128393,,,,
904,Pecks Peak,13235,38.9750267,-106.3618083,,,,
905,Napoleon Mountain,12454,38.6988511,-106.4645042,,,,
906,Gold Hill,11860,38.7118898,-106.4761282,,,,
907,Darley Mountain,13182,37.9827669,-107.5881045,,,,
908,Trappers Peak,11988,39.941579,-107.2505342,,,,
909,Little Marvine Peaks,11893,39.9830956,-107.3240789,,,,
910,Derby Peak,12133,39.9735892,-107.1253188,,,,
911,Sheep Mountain,12116,39.9225437,-107.1332681,,,,
912,Treasure Mountain,13488,39.0241946,-107.1226861,,,,
913,New York Mountain,12461,39.5083087,-106.6183791,,,,
914,Lone Cone,12533,37.8880251,-108.2557101,,,,
